DJI,07-May-2020,23837.21,24094.62,23834.39,23875.89,371684700
DJI,08-May-2020,24107.82,24349.9,24107.05,24331.32,337341400
DJI,11-May-2020,24256.45,24366.21,24070.22,24221.99,356508200
DJI,12-May-2020,24292.84,24382.09,23761.58,23764.78,361561600
DJI,13-May-2020,23702.16,23708.9,23067.64,23247.97,473324600
DJI,14-May-2020,23049.06,23630.86,22789.62,23625.34,476984500
DJI,15-May-2020,23454.83,23730.08,23354.15,23685.42,495179300
DJI,18-May-2020,24059.98,24708.54,24059.98,24597.37,484193600
DJI,19-May-2020,24577.48,24599.5,24203.97,24206.86,376917600
DJI,20-May-2020,24455.94,24649.48,24455.94,24575.9,371929900
DJI,21-May-2020,24564.27,24718.46,24370.88,24474.12,348838400
DJI,22-May-2020,24461.98,24481.64,24294.07,24465.16,255663900
DJI,26-May-2020,24781.84,25176.42,24781.84,24995.11,426293500
DJI,27-May-2020,25298.63,25551.56,25009.87,25548.27,420363300
DJI,28-May-2020,25697.36,25758.79,25358.73,25400.64,378403500
DJI,29-May-2020,25324.15,25482.8,25031.67,25383.11,545144700
DJI,01-Jun-2020,25342.99,25508.83,25220.66,25475.02,341219200
DJI,02-Jun-2020,25582.52,25743.13,25523.74,25742.65,355236500
DJI,03-Jun-2020,25906.88,26337.75,25906.88,26269.89,401269100
DJI,04-Jun-2020,26226.49,26384.1,26082.31,26281.82,375551200
DJI,05-Jun-2020,26836.8,27338.3,26836.8,27110.98,544414700
