DSAP,05-Jun-2020,387,392.46,385.82,391.61,278263800
DSAR,05-Jun-2020,180.65,183.25,160.41,164.13,882047600
DSAS,05-Jun-2020,1305.55,1364.2,1298.95,1312.91,138742300
DSAT,05-Jun-2020,429.43,435.79,424.75,427.42,18347900
DSAU,05-Jun-2020,279.41,284.53,278.46,284.23,249304200
DSAV,05-Jun-2020,486.65,500.38,485.92,487.09,23106900
DSBC,05-Jun-2020,1458.39,1472.82,1440.35,1444.09,157856000
DSBD,05-Jun-2020,977.13,1000.26,977.13,991.93,40221600
DSBE,05-Jun-2020,134.28,138.4,134.28,135.7,4760600
DSBK,05-Jun-2020,406.8,410.08,392.39,394.73,498684900
DSBM,05-Jun-2020,380.32,385.01,379.89,381.11,192934700
DSBS,05-Jun-2020,166.31,168.67,165.98,168.08,103078700
DSBT,05-Jun-2020,2356.37,2375.95,2335.67,2360.39,85516000
DSBV,05-Jun-2020,763.9,778.05,763.9,773.09,48272700
DSCA,05-Jun-2020,733.97,734.25,697.7,704.59,97508400
DSCC,05-Jun-2020,495.96,499.72,491.37,493.51,27753800
DSCF,05-Jun-2020,301.05,313.81,301.05,307.21,68061500
DSCG,05-Jun-2020,1126.99,1135.53,1097.21,1104.35,1437743000
DSCH,05-Jun-2020,634.29,643.16,632.41,634.43,89855900
DSCL,05-Jun-2020,6.34,8.13,6.31,7.96,5868900
DSCM,05-Jun-2020,607.8,616.86,601.95,614.43,43296000
DSCN,05-Jun-2020,740.51,757.24,740.51,749.95,49879300
DSCP,05-Jun-2020,387.48,392.39,385.7,386.31,30017500
DSCR,05-Jun-2020,4099.82,4201.5,4099.82,4197.99,101124800
DSCS,05-Jun-2020,1722.91,1744.31,1719.18,1722.93,20983600
DSCT,05-Jun-2020,1269,1291.28,1269,1281.43,66491000
DSCX,05-Jun-2020,933.27,953.05,933.27,938.66,62102000
DSCY,05-Jun-2020,1178.08,1191.72,1178.08,1184.06,1953190000
DSDB,05-Jun-2020,568.1,575.26,555.21,556.68,3169500
DSDN,05-Jun-2020,466.65,477.02,466.65,470.09,8941800
DSDR,05-Jun-2020,714.01,715.66,706.44,708.83,36351300
DSDS,05-Jun-2020,369.43,372.26,367.09,369.4,10537900
DSDT,05-Jun-2020,62.82,65.13,61.08,61.45,22426400
DSDV,05-Jun-2020,162.2,163.68,161.43,161.87,29426000
DSEC,05-Jun-2020,359.48,365.96,359.48,362.46,25678100
DSEE,05-Jun-2020,450.6,458.36,450.6,456.94,44164500
DSEH,05-Jun-2020,53.08,53.89,48.57,49,1273100
DSEN,05-Jun-2020,339.48,368.27,339.48,365.25,741534500
DSES,05-Jun-2020,220.02,225.7,219.68,222.88,4243800
DSEU,05-Jun-2020,287.44,293.6,287.04,288.34,73948500
DSFA,05-Jun-2020,646.39,660.84,641.1,660.22,75970100
DSFB,05-Jun-2020,615.51,624.25,615.44,621.93,148360700
DSFC,05-Jun-2020,148.05,150.22,146.73,149.19,46680700
DSFD,05-Jun-2020,526.87,526.87,519.28,521.68,24969300
DSFE,05-Jun-2020,678.24,690.97,675.71,679.73,42263600
DSFH,05-Jun-2020,281.64,289.68,273,274.55,5357300
DSFI,05-Jun-2020,1192.55,1202.18,1187.6,1191.72,221708100
DSFN,05-Jun-2020,605.15,608.87,597.68,600.36,1469561000
DSFO,05-Jun-2020,374.11,377.74,373.69,377.22,100087900
DSFP,05-Jun-2020,517.64,522.66,517.06,521.94,100087900
DSFR,05-Jun-2020,109.77,113.72,106.54,110.27,1206600
DSFT,05-Jun-2020,1852.16,1907.76,1852.16,1870.91,13637800
DSFV,05-Jun-2020,668.24,672.72,656.53,659.28,0
DSGF,05-Jun-2020,1336.91,1347.71,1331.36,1335.98,221708100
DSGI,05-Jun-2020,423.82,429.51,418.57,419.79,212672900
DSGT,05-Jun-2020,1803.73,1827.02,1798.67,1822.18,284908700
DSGU,05-Jun-2020,280.68,286.45,279.47,279.94,8295600
DSHB,05-Jun-2020,935.74,968.59,929.77,957.13,16896800
DSHC,05-Jun-2020,1113,1135.21,1111.02,1127.29,308669400
DSHD,05-Jun-2020,230.41,235.77,226.13,227.1,8837600
DSHG,05-Jun-2020,742.77,754.96,741.74,751.55,44547800
DSHI,05-Jun-2020,516.7,522.98,512.72,521.18,12644800
DSHL,05-Jun-2020,72.78,77.25,72.51,72.92,91320300
DSHN,05-Jun-2020,938.58,955.89,937.13,952.24,13455900
DSHP,05-Jun-2020,2203.87,2282.68,2203.87,2260.88,45732500
DSHR,05-Jun-2020,1993.34,2066.08,1993.34,2032.96,25422500
DSHV,05-Jun-2020,427.54,434.25,424.54,426.29,9657600
DSIB,05-Jun-2020,413.51,414.65,407.78,412.14,5895000
DSID,05-Jun-2020,447.06,454.18,440.74,442.44,182655300
DSIF,05-Jun-2020,38.08,38.39,36.14,36.3,14919100
DSIG,05-Jun-2020,828.77,845.92,828.77,836.52,630988900
DSIL,05-Jun-2020,656.5,663.79,639.96,643.34,39925400
DSIM,05-Jun-2020,153.3,158.92,153.3,155.14,82062300
DSIN,05-Jun-2020,770.28,786.44,770.28,777.79,680868300
DSIO,05-Jun-2020,109.84,111.42,108.6,108.96,73144400
DSIP,05-Jun-2020,833.7,845.35,819.57,836.92,35357600
DSIQ,05-Jun-2020,1994.78,2044.56,1994.78,2014.93,67686100
DSIR,05-Jun-2020,605.79,610.77,598.32,606.12,110494200
DSIS,05-Jun-2020,682.82,694.79,679.17,694.34,120039500
DSIT,05-Jun-2020,1108.86,1140.91,1108.86,1124.11,38741500
DSIU,05-Jun-2020,252.56,256.97,250.61,255.73,14397000
DSIV,05-Jun-2020,774.63,784.48,772.59,781.3,21054400
DSIX,05-Jun-2020,585.9,592.47,579.11,588.2,70568800
DSLE,05-Jun-2020,703.33,713.76,698.68,711.61,59643300
DSLG,05-Jun-2020,1849.59,1897.13,1746.57,1760.04,34257100
DSLW,05-Jun-2020,1114.31,1126.89,1110.49,1114.24,0
DSMC,05-Jun-2020,1709.81,1761.79,1709.81,1752.25,131285200
DSME,05-Jun-2020,972.42,982.32,961.84,964.31,194186900
DSMF,05-Jun-2020,6.86,7.04,6.73,6.77,16405600
DSMG,05-Jun-2020,115.24,116.8,111.66,116.34,19809600
DSMR,05-Jun-2020,36.38,38.14,34.77,34.96,236950000
DSMS,05-Jun-2020,969.98,1007.72,969.98,1001.07,12421600
DSMT,05-Jun-2020,193.7,205.68,193.51,200.07,740300
DSMU,05-Jun-2020,209.9,215.74,209.9,211.6,25077000
DSNC,05-Jun-2020,647.48,656.99,647.48,654.23,671980500
DSNF,05-Jun-2020,136.44,149.69,136.44,145.27,27836600
DSNG,05-Jun-2020,795.99,808.85,795.99,804.01,245355900
DSNS,05-Jun-2020,2132.26,2172.3,2119.17,2164.03,128220400
DSOG,05-Jun-2020,384.06,416.97,384.06,414.25,483722900
