Date,Open,High,Low,Close,Adj Close,Volume
2019-06-06,26.326000,26.326000,26.326000,26.326000,25.651628,400
2019-06-07,26.549999,26.600000,26.223000,26.540001,25.860147,5300
2019-06-10,26.610001,26.760000,26.610001,26.750000,26.064768,900
2019-06-11,26.850000,26.886999,26.795000,26.886999,26.198256,3000
2019-06-12,26.780001,26.780001,26.358999,26.693001,26.009228,600
2019-06-13,26.520000,26.660999,26.480000,26.480000,25.801682,1200
2019-06-14,26.363001,26.363001,26.363001,26.363001,25.687681,100
2019-06-17,26.429001,26.429001,26.429001,26.429001,25.751989,300
2019-06-18,26.870001,26.947001,26.808001,26.816000,26.129076,1400
2019-06-19,26.940001,27.000000,26.940001,26.940001,26.249899,1300
2019-06-20,27.250000,27.260000,27.160000,27.160000,26.464264,2800
2019-06-21,26.999001,27.180000,26.999001,27.150000,26.454521,5000
2019-06-24,27.233000,27.233000,27.150000,27.153999,26.458418,700
2019-06-25,27.114000,27.114000,27.040001,27.040001,26.347340,700
2019-06-26,27.153999,27.153999,27.084999,27.084999,26.391184,500
2019-06-27,26.688000,26.688000,26.450001,26.450001,26.447180,2000
2019-06-28,26.875999,26.875999,26.500000,26.500000,26.497173,9400
2019-07-01,27.049999,27.094999,26.850000,26.850000,26.847137,3600
2019-07-02,26.879999,26.889999,26.879999,26.889999,26.887133,800
2019-07-03,27.174999,27.202999,27.080000,27.129999,27.127106,1700
2019-07-05,26.920000,26.920000,26.740000,26.740000,26.737148,1400
2019-07-08,26.790001,26.790001,26.620001,26.719999,26.717150,2500
2019-07-09,26.549999,26.597000,26.500000,26.559999,26.557167,3300
2019-07-10,26.635000,26.635000,26.420000,26.518999,26.516171,1700
2019-07-11,26.420000,26.420000,26.420000,26.420000,26.417183,100
2019-07-12,26.344999,26.344999,26.344999,26.344999,26.342190,200
2019-07-15,26.490000,26.601000,26.485001,26.570000,26.567167,3700
2019-07-16,26.438999,26.583000,26.438999,26.583000,26.580166,900
2019-07-17,26.583000,26.583000,26.583000,26.583000,26.580166,100
2019-07-18,26.583000,26.583000,26.583000,26.583000,26.580166,100
2019-07-19,26.129999,26.270000,26.010000,26.270000,26.267199,5500
2019-07-22,26.209999,26.260000,26.139999,26.209999,26.207205,4200
2019-07-23,26.469999,26.559999,26.469999,26.518999,26.516171,3200
2019-07-24,26.549999,26.653000,26.521999,26.525000,26.522171,1900
2019-07-25,26.570000,26.600000,26.160000,26.219999,26.217203,8200
2019-07-26,26.209999,26.316999,26.129999,26.129999,26.127213,8400
2019-07-29,26.340000,26.410000,26.320000,26.410000,26.407185,3300
2019-07-30,25.719999,25.829000,25.645000,25.829000,25.826246,2800
2019-07-31,25.820000,25.882000,25.270000,25.270000,25.267305,3500
2019-08-01,25.400000,25.690001,25.400000,25.528000,25.525278,1300
2019-08-02,25.400000,25.690001,25.400000,25.528000,25.525278,100
2019-08-05,24.820000,24.885000,24.639999,24.639999,24.637371,4900
2019-08-06,24.860001,24.980000,24.622999,24.670000,24.667370,3200
2019-08-07,24.690001,24.993999,24.680000,24.896000,24.893345,5500
